       0.178975        0.158647         0.17846        0.183045        0.199497        0.203338        0.174343        0.170045        0.203998 
       0.209906        0.210288        0.178412        0.203254        0.184285        0.197909        0.202102        0.203305        0.170267 
       0.202427        0.221482        0.205157        0.203275        0.209786        0.218956        0.213189        0.228304        0.201996 
       0.193232        0.201149        0.194542        0.196884        0.178687        0.192949        0.208309        0.205761        0.237529 
       0.231399        0.203287        0.199611        0.209511        0.217007        0.217343         0.22898        0.192376        0.203107 
       0.227419        0.199252        0.184681        0.208958        0.180775        0.186238        0.221173         0.19227         0.19736 
       0.211241        0.203656        0.204296        0.198953        0.200754         0.18969        0.207617        0.208346         0.20062 
        0.16797        0.184544        0.159394        0.183308        0.192418        0.177925        0.181339        0.182372        0.181959 
       0.183846         0.19109        0.201713         0.17799        0.210851        0.183808         0.19098        0.197492        0.243348 
       0.216693        0.197939        0.251935        0.223367        0.202027        0.202027        0.202027        0.202027        0.202027 
