        3.70293         2.84099         3.35601         2.70179         2.84589         1.91042         1.70831         1.92202         1.89939 
         2.4817         1.01212         1.58388         1.72714        0.697889         1.10209         1.02521          1.3382         1.28978 
       0.887884        0.686533        0.698209         0.43279         1.15596         1.54138         1.94118         1.92333         2.12444 
        1.85691         1.77543         2.19305          1.2684         1.26999       0.0818882       -0.855811        -0.36204       -0.347419 
    -0.00537826       -0.848822       -0.229615        0.703039      -0.0471481       0.0399548       -0.087232      -0.0260897        0.105535 
       0.238631       -0.245032       0.0948042        0.389286       -0.741565        -0.52393       -0.448597        -1.29843       -0.750321 
      0.0647702       -0.619376       -0.356217       -0.969475        -1.44718         -1.2127       -0.465974        0.134461       -0.210009 
       0.739494        0.366417       -0.064187        0.616792        0.493915        0.423283         1.11275          1.2358         1.85449 
        2.19947         3.38005         2.27114         2.28387         2.10994         1.52234        0.736965         1.40481         2.96419 
        3.12565         3.77728         3.61825         3.61825         3.61825         3.61825         3.61825         3.61825         3.61825 
