        3.55593         2.74941         3.36363         2.60852         3.10021         1.96576         1.91971         1.96273         2.03454 
        2.21081        0.658851         1.28632         1.67341        0.488812        0.865233        0.969786         1.17846         1.11118 
       0.959722         0.78238        0.751516        0.418466         1.17374         1.50941         1.86078         1.82709         2.00429 
        1.78642         1.63474         2.03983         1.23143         1.17384      -0.0331722       -0.915711       -0.460935        -0.44382 
   -0.000666903       -0.933678       -0.217542        0.634861      -0.0890825       0.0659347      -0.0890596      0.00119439       0.0751017 
       0.161965        -0.24743        0.114371        0.388828       -0.743628       -0.535302       -0.515757        -1.12929       -0.678346 
      0.0865061       -0.570258       -0.357623        -1.06634        -1.46945        -1.25953       -0.439133        0.200925      -0.0922936 
       0.766224        0.453817       0.0249658        0.729264        0.606167        0.475817         1.31099         1.30973         1.99743 
        2.25087         3.45487         2.44901         2.53597          2.3546         1.92071         1.02407         1.82038         3.18573 
        4.17477          3.2499         5.57919         5.00785         5.39009         5.39009         5.39009         5.39009         5.39009 
