sbs.hcal.adc.timeoffset = 
   -76.24767    -76.90635    -77.94937    -78.63588    -62.85132    -65.81101    -66.66269    -63.79184     -76.5608    -77.67646    -81.18654    -76.20043 
   -77.92827    -78.53301    -58.15457    -60.11023    -64.64795    -66.06863    -64.51704    -63.32262    -59.89341    -58.78694    -76.14151    -75.65768 
   -59.34407    -56.33529    -58.37459    -63.05348    -44.24268    -47.16914    -43.45582    -43.77136    -59.18437    -58.47549    -57.02093    -57.76671 
   -59.94236     -58.8892    -60.42485    -58.98521     -46.2918    -47.37345    -46.60042    -46.48169     -58.4412    -59.27837    -57.87219    -56.93024 
   -58.24954      -58.832    -56.90974     -59.0172    -67.19426    -66.54653    -45.78083    -44.61881    -57.66814    -58.01228    -76.77346     -76.2047 
   -58.20652    -59.26384     -59.1818    -58.88599    -64.30881    -67.73616    -48.10323    -45.37729    -59.75877    -57.81821    -78.05364    -78.04684 
   -54.05063    -55.18506    -55.38173    -54.52855    -45.44022    -42.56354    -46.30927    -44.22544    -59.76919    -57.48036    -59.00624    -58.81841 
   -77.88406    -77.86905    -77.95508    -78.04429    -65.29131    -66.46786    -65.98579    -64.64705    -75.18032    -76.30957    -75.37478    -76.55565 
   -57.26295    -58.82647    -57.46732    -58.69928    -64.45017    -66.60383    -44.64583     -43.9074    -58.07765     -57.6549    -76.53282    -77.17541 
   -55.99736    -57.79732    -77.42263    -77.12285    -66.56226    -65.47114    -46.76064    -46.10279    -77.30705    -75.32994    -77.67328    -76.83564 
   -59.67737    -58.40894    -57.80321    -58.47818    -67.36128    -65.89255    -47.50634    -47.52995    -59.32935    -58.91439    -75.59955    -75.85589 
   -76.36922    -78.84701    -76.70499     -75.7973    -46.75044    -46.58062     -64.5813    -64.07669     -77.1034    -76.38983    -58.97619    -58.61291 
   -52.62132    -54.86518    -54.80248    -54.36207    -41.43035     -46.4348    -41.74459    -41.46449    -56.70912    -55.13557    -58.81925    -59.46492 
   -59.44267    -57.38497    -58.33642    -57.31985    -48.01023    -45.66981    -48.38167    -45.99316    -58.84885    -56.41799    -59.94303    -58.35652 
   -74.72036    -77.31314    -76.98832    -75.64936    -46.88951    -48.80138    -64.58144    -63.98108    -76.93012      -73.257    -59.36817    -59.36446 
   -60.47546    -58.47591    -59.02983    -58.71752    -46.59204    -46.40872       -48.09    -46.07909     -57.4051    -58.39277    -58.56273    -59.93242 
   -57.64681    -58.41358    -56.88157     -57.2974    -42.33637    -48.85927    -43.06148    -41.23103    -57.54801    -55.07697    -58.22842    -55.76752 
   -58.88119    -57.15402    -63.61697    -57.21984    -47.77546      -48.783    -47.64411    -44.98359    -59.47174    -58.36388    -60.79834    -58.79178 
   -56.83688    -55.14306    -59.28467    -56.31439    -46.59588    -45.49298    -45.62052    -46.59697    -57.93245    -56.94629    -59.64522    -57.20482 
   -58.71313    -59.83247    -59.18162    -59.34383    -44.98301    -45.74164    -47.01915     -43.5651    -58.94006     -60.0203    -57.27745     -58.1113 
   -56.13586    -55.85208    -58.16867    -57.20423    -64.46083    -65.93652    -44.54093    -43.34655    -57.19842    -55.36867    -75.35115    -75.49179 
   -56.26709    -57.56175    -60.45486    -59.62896    -66.21321    -68.61518    -48.54183    -46.62251    -58.62964    -59.11333    -77.62933    -78.74872 
    -71.0864    -59.80304    -59.63867    -59.51441    -64.96784    -67.81273    -44.38146    -45.73622    -59.98514    -59.05128    -77.07339     -79.0596 
   -75.17909    -74.23439    -76.96623    -77.79019    -65.84716    -66.62749    -63.23663    -60.12299    -78.11803    -77.72178    -76.36158     -76.3054 
