       0.147945        0.141259        0.145241        0.146017        0.136945         0.12884        0.131689        0.138093        0.142746 
        0.14207        0.137537        0.138606        0.134612        0.137534        0.142485        0.141269        0.145242        0.138688 
       0.138981        0.139324        0.142682        0.142085        0.146231        0.148761        0.144826        0.146436        0.149777 
       0.151327        0.152651        0.148751        0.143743        0.144335        0.137787        0.131982        0.137868         0.13434 
       0.136846        0.137564        0.141141        0.142187        0.142982        0.144894        0.147473        0.143282        0.145492 
       0.144616        0.138194        0.137574        0.136402        0.137229        0.133362        0.138623        0.138802        0.136989 
       0.141327        0.139015        0.138891        0.142288        0.142505        0.140653        0.137159        0.145466        0.139492 
       0.138448        0.141977        0.139505        0.137821        0.138474        0.142169        0.138497        0.138044        0.134621 
       0.141314        0.141329        0.141239        0.139562        0.131087        0.130186        0.127655        0.131324        0.136759 
       0.127433        0.137872        0.140936        0.140936        0.140936        0.140936        0.140936        0.140936        0.140936 
