bb.sh.adc.timeoffset = 
   -48.88118    -45.97376    -40.21395    -39.06129    -38.43476    -38.26785    -41.96778 
   -48.96512    -48.91122    -48.72293    -47.94973    -45.90253    -45.89375    -44.40362 
   -39.52629    -48.90146    -36.89246    -37.38218      -38.164    -38.04429    -44.53643 
   -46.20234    -37.93992    -51.47648     -38.6977    -56.11536    -48.36452    -42.19168 
   -39.35984    -41.50818    -47.19722    -43.93752    -42.77631    -40.38104    -41.11102 
   -42.05097    -41.06382     -42.5219    -40.81978    -38.60912    -42.93081    -42.57963 
   -41.48838    -40.68881    -39.89999    -42.79821    -39.59066    -41.47449    -42.65615 
   -46.84574    -39.25015    -40.52356    -47.86114    -39.50008    -39.21916    -44.49716 
   -46.35219    -39.24626     -43.0342    -40.37372    -37.67616    -45.22199    -44.56023 
   -39.61242    -43.50513    -40.80713    -42.98857    -43.14696    -43.27998    -45.55097 
   -40.26959    -41.98617    -38.33011     -41.5559    -39.88674    -41.08436    -47.36972 
   -42.21169    -40.36232    -43.16468    -40.87193    -39.89361    -39.32267    -44.53413 
   -45.31486    -37.61406    -40.74569    -41.76711    -43.17094    -40.67821    -47.18298 
   -40.96155    -39.65933    -38.88063    -42.10024    -40.97725    -36.02419    -43.54299 
   -40.77701    -44.10186    -44.09082    -42.11305    -40.68755    -40.51758    -44.97739 
   -41.13173    -37.39378    -41.78686    -37.42681    -41.81368    -40.33322    -51.75353 
   -48.79595    -40.58368    -36.55557     -40.9068    -42.92514    -38.68268    -49.35313 
   -37.03363    -41.74764    -40.27519    -45.55135    -37.40633    -39.08198    -39.89083 
   -44.74421    -38.71285    -43.46373    -38.55628    -39.62368    -35.06701    -45.26664 
   -42.12802    -41.98462    -40.06775    -43.16185    -41.20043    -43.01743    -42.52522 
   -41.46516    -44.60263    -36.26341    -41.87819    -35.42233     -40.7442    -42.76709 
   -48.00051    -42.84134    -42.27906    -44.49712    -41.39066    -39.16265    -48.31575 
   -42.20159    -42.76524    -40.11918    -38.64151    -40.70496    -43.69125    -41.30306 
   -43.12416    -38.65017    -53.29492    -53.02155    -54.42089    -42.58193    -45.98892 
   -51.21168    -53.99822    -53.69681    -53.43893    -46.86478    -51.43863    -41.77955 
   -50.20992    -51.49914    -49.50212    -50.16428     -51.1846    -48.94142    -49.31272 
   -47.78066    -46.49361    -48.34711    -48.47244    -49.59877    -36.38978    -54.28249 
