       0.286235        0.235573        0.250635        0.266996        0.252996        0.247718          0.2526        0.250728        0.249172 
       0.229336        0.223819        0.247756        0.267966        0.257452        0.248887        0.253999        0.252908        0.249981 
       0.236363        0.276883        0.267317        0.256166         0.26423        0.251043        0.275115        0.259477        0.261676 
       0.265445        0.264671        0.276549        0.263696          0.2655        0.256554        0.269838        0.260727        0.304558 
       0.282904        0.287277        0.272743        0.326583        0.263238         0.28417        0.316877        0.281238        0.262194 
       0.294124         0.28299        0.276007        0.280653          0.2718        0.304442        0.295737        0.285021        0.289825 
        0.28073         0.28619        0.282247        0.285448         0.27657        0.288331        0.316749        0.287276        0.263252 
       0.271202         0.26701        0.234751        0.264478        0.282246        0.265293        0.266787        0.259916        0.275249 
       0.249949        0.261851        0.242737        0.248683        0.274221        0.255269        0.221824        0.203825        0.258425 
       0.247654        0.183588        0.264543        0.250893         0.27696         0.27696         0.27696         0.27696         0.27696 
