       0.179264        0.161766          0.1764        0.185906        0.196313          0.2039        0.168702        0.165741        0.198314 
       0.221701        0.218952        0.182398         0.20063        0.189158        0.201949        0.198786        0.207701        0.174342 
        0.20085        0.216443        0.202522        0.204151        0.207596        0.218363        0.215847        0.230062        0.203903 
       0.193749        0.204386        0.200025        0.197764        0.179207         0.19667        0.210899        0.208281        0.238959 
       0.226552        0.204328        0.197373        0.209741         0.21804        0.216938        0.231242        0.191894        0.205332 
       0.232205        0.202458        0.185878        0.209782        0.182761        0.186709        0.226766        0.190017        0.196896 
       0.214459        0.204758        0.206483        0.202337        0.201891         0.19189        0.207554        0.209169        0.199252 
       0.171594        0.184498        0.161036        0.184635        0.193089        0.180575        0.175299        0.185721        0.181144 
       0.188521        0.195725        0.201799        0.177587        0.210196        0.178555        0.191844        0.199384        0.252374 
       0.191867        0.250789        0.203563        0.203563        0.203563        0.203563        0.203563        0.203563        0.203563 
